"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Sudan","SDN","Net migration","SM.POP.NETM","2191","3901","4379","4260","4499","6367","2816","4501","2782","2487","4467","-3573","2243","5788","100318","105500","104615","129474","134773","140384","151287","147787","83392","-54326","-188903","-207483","-224853","-223978","-219374","-224983","-227157","-254515","-248714","-87480","-70382","-71692","-56798","-47334","-48202","-58808","-80698","-136249","-159912","-149595","-86754","-10644","-12376","-13752","-72121","-79473","-331713","-337194","-221502","-185339","85052","49080","97646","189497","74198","-29450","86","-15223","-9999","-9999",
"Senegal","SEN","Net migration","SM.POP.NETM","9338","9545","9810","10371","11888","13910","15854","17110","17260","16882","16164","15133","13851","11382","3347","-7870","-18745","-35820","-36651","-35122","-32711","-30044","-27752","-26291","-24926","-18686","-12693","-12114","-12070","-12391","-12986","-13810","-14820","-16672","-22681","-31064","-39240","-44599","-45291","-44377","-42952","-41509","-40555","-40489","-41027","-41857","-42731","-43365","-43583","-43643","-43569","-43352","-42976","-45857","-37405","-31006","-24720","-20576","-19973","-19973","-10090","-10091","-19999","-19999",
"Singapore","SGP","Net migration","SM.POP.NETM","1688","210","-756","-2171","-2188","422","-1517","372","1047","-43","607","-218","904","1267","1127","1104","433","3897","5245","9866","17373","25684","26756","31067","31375","31389","37987","34031","26581","29014","44423","71936","71430","68911","69606","67448","77188","70128","74882","69080","39387","32038","22897","19770","15629","80422","149376","147762","145016","142947","109045","72396","67992","67504","60308","40958","36498","35449","35726","40624","21324","19321","26998","26998",
"Solomon Islands","SLB","Net migration","SM.POP.NETM","-385","-395","-404","-408","-417","-423","-445","-462","-471","-612","-901","-1031","-952","-844","-682","-406","-39","180","253","302","333","352","375","383","398","397","188","-220","-430","-475","-529","-585","-650","-726","-793","-859","-908","-971","-1065","-1478","-2137","-2511","-2603","-2685","-2745","-2800","-2848","-2901","-2964","-2579","-2225","-1875","-1634","-1603","-1603","-1603","-1603","-1603","-1603","-1603","-808","-808","-1600","-1600",
"Sierra Leone","SLE","Net migration","SM.POP.NETM","-3528","-2947","-2658","-2480","-2308","-1851","-2911","-2819","-3743","-4485","-4957","-8162","-8267","-9322","-11473","-13058","-15686","-12399","-13073","-13095","-11641","-12699","-11379","-8783","-8708","-7873","7992","9558","9470","-5079","131587","-238965","-129565","-95476","-77371","-112857","-52110","-48437","-76766","-84926","83013","227791","86578","69185","23897","-1805","-34052","-6042","1182","18145","7983","6895","988","2773","485","-356","4657","1234","-2741","-2238","1292","-1544","-4000","-4000",
"El Salvador","SLV","Net migration","SM.POP.NETM","-4888","-4160","-14351","-14708","-13645","-11220","-11307","-10442","-11011","-12361","-11367","-16389","-17317","-19347","-22844","-26198","-31317","-28742","-31463","-34002","-41318","-97365","-27159","-25694","-27767","-29111","-32181","-32308","-30806","-38211","-39690","-50621","-48228","-76214","-82069","-89307","-92279","-93078","-97089","-98364","-97219","-93347","-92034","-91736","-89193","-91042","-89964","-56863","-56087","-55962","-54686","-53440","-50554","-49086","-49130","-51282","-47499","-50616","-54158","-55143","-25214","-27343","-23249","-23249",
"San Marino","SMR","Net migration","SM.POP.NETM","218","188","205","189","188","170","127","160","247","-370","-449","198","195","342","191","218","197","180","204","172","173","175","113","115","33","164","41","-36","149","265","273","251","318","300","273","275","266","285","322","289","386","463","590","483","333","381","432","268","213","366","641","1043","195","109","119","317","344","302","137","148","-138","41","100","100",
"Somalia","SOM","Net migration","SM.POP.NETM","750","1336","1496","1449","1518","2142","941","1498","906","690","1104","-1850","-351","143","-495","-1934","-3831","2170","402005","582746","65519","-332129","6115","9505","60630","62183","74424","-17391","-415660","-266281","-248155","-568166","-179675","261815","-50921","65888","-46291","49692","55426","37548","53580","40274","12603","33174","17353","-5955","-67200","8476","-102035","-101795","-88448","-326192","-51833","20723","6065","-17178","124017","38067","40844","48055","-11383","-17071","-30000","-30000",
"Serbia","SRB","Net migration","SM.POP.NETM","-10246","7117","4013","4388","4302","4063","3972","4086","4102","4144","4673","5844","10820","11901","13006","14294","15468","16585","17662","18242","9690","1920","-1274","188","964","1869","2073","-521","1950","2982","-651","-62389","7805","9203","7520","7879","7573","5364","3799","3950","2082","-5","1543","511","480","351","185","117","98","46","-20","28","3968","7198","8072","7368","5901","4465","3346","489","243","243","-9999","-9999",
"Sub-Saharan Africa (excluding high income)","SSA","Net migration","SM.POP.NETM","-91717","-42887","-60660","-53714","-8153","-5000","-33889","14027","15466","-24577","7176","-181746","-186013","-21889","139192","62199","-123021","-444735","467928","51939","-461772","227111","159325","-600794","-203499","-127212","14543","30046","-314730","-192976","-506279","-612709","-628674","-502479","-590680","-233547","-615154","-757381","-450588","-558268","-587537","-448828","-491663","-442656","-373469","-496048","-507737","-440541","-607044","-694411","-636169","-882791","-721476","-470470","-480289","34287","-1032245","-544157","-622269","-516267","-148862","-444392","-460191","-454882",
"South Sudan","SSD","Net migration","SM.POP.NETM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97065","-130821","12993","14325","15074","15772","16418","17077","17951","48277","64284","70269","74224","77854","82850","91958","110187","132868","153929","167356","165553","139129","299400","194323","125766","65337","-471614","-160109","-655870","-672697","-297041","2048","-74415","-31885","-30694","-23291",
"Sub-Saharan Africa","SSF","Net migration","SM.POP.NETM","-91696","-42895","-60658","-53701","-8082","-4944","-33803","14154","15632","-24417","7343","-181504","-185769","-21796","139276","62292","-122997","-444934","467429","51338","-462371","226520","158733","-601386","-204099","-127813","13963","29592","-315057","-193279","-506599","-613048","-629043","-502855","-590735","-233595","-615202","-757011","-450326","-557894","-587161","-448465","-491343","-442393","-373224","-495797","-507478","-440265","-606739","-694094","-635793","-882413","-721107","-470147","-480026","34532","-1031994","-543898","-621993","-515962","-148716","-444246","-460391","-455082",
"Small states","SST","Net migration","SM.POP.NETM","-59171","-59749","-57976","-58287","-75675","-79339","-69160","-50960","-49829","-60714","-53799","-57962","-51378","-45890","-24915","-218","6880","11221","-5439","-35935","-40140","-62797","-49973","-47583","-47098","-34417","-40291","-51983","-36078","10502","-32937","-65018","-220440","-92640","-152370","-84794","-73994","-41725","-37581","-33148","-38186","-36126","-43493","-36524","-20054","83390","205189","214246","203344","117682","12549","23252","65142","137837","197600","187142","146469","61551","61693","-63712","-220115","-51404","-45487","-45221",
"Sao Tome and Principe","STP","Net migration","SM.POP.NETM","-1158","-904","-909","-856","-830","-784","-709","-617","-496","-427","-283","-432","-517","-528","-474","-396","-306","-258","-278","-483","-775","-1062","-1206","-1206","-1051","-821","-603","-472","-469","-559","-724","-1121","-1175","-1261","-1376","-1494","-1625","-1801","-2024","-2274","-2512","-1292","-739","-889","-991","-1023","-1072","-1086","-1176","-1306","-1527","-1641","-1736","-1781","-1794","-1800","-1786","-1775","-1758","-1718","0","-792","-600","-600",
"Suriname","SUR","Net migration","SM.POP.NETM","545","658","1448","1727","1181","1455","1851","2267","2629","2883","2873","2397","-10502","-11071","-11504","-11802","-12042","-12225","-12438","-12846","-7390","-6991","-6566","-6036","-4894","-3763","-3920","-5467","-2573","-3846","-6471","-6174","-5662","-7291","-2713","607","421","412","526","630","613","639","723","741","-1684","-1542","-1410","-1316","-1265","-1214","-1145","-1068","-1014","-978","-967","-976","-910","-948","-862","203","-313","-492","-1000","-1000",
"Slovak Republic","SVK","Net migration","SM.POP.NETM","3717","4665","-9628","-9175","-9212","-9248","-9277","-9304","-9443","-9161","-5293","-3628","-3782","-4057","-4496","-4945","-4919","-5041","-5165","-5142","-6420","-6829","-7022","-7322","-7276","-6829","-6853","-7012","-7201","-7923","-10132","-526","-983","-602","-699","-591","-157","45","-186","-102","-1135","-791","-571","-325","-225","-219","-26","363","761","1148","-1558","-1855","2629","1279","1058","2637","3682","3542","3752","3378","1746","1746","425001","-112067",
"Slovenia","SVN","Net migration","SM.POP.NETM","3108","1476","1384","1642","1563","699","928","2108","2622","2896","2869","3596","3861","3327","4224","3680","3496","3926","3447","3323","4266","2549","969","1963","1720","1375","1324","1786","1454","1851","1718","-9","-5","-211","-708","-763","-904","-821","-1031","-1206","-1562","-1434","5397","8388","8061","8289","8036","7993","7583","7660","7640","390","219","210","-225","7934","7684","7460","7559","7427","7681","4568","2000","2000",
"Sweden","SWE","Net migration","SM.POP.NETM","14792","16108","17188","17993","18697","19129","19267","18977","18272","17334","15779","14363","13131","12147","11254","10588","10238","10098","10204","10422","11174","11834","12496","13153","13823","14534","15194","15812","16519","17140","17724","18514","19363","20278","21185","22161","23219","24183","25405","26554","27734","29249","31068","33445","36044","39103","42580","46383","50669","55405","60639","65397","69451","72873","75670","77987","79667","80765","81492","81585","81066","80097","39998","39998",
"Eswatini","SWZ","Net migration","SM.POP.NETM","-2082","-2271","-2389","-2357","-2049","-1582","-1558","-2078","-2743","-2913","-3059","-3181","-3250","-3289","-3296","-3224","-2980","-2988","-2439","-2649","-2808","-7809","-2887","-2850","-2884","1790","1353","2417","14879","-7701","7169","7496","6012","-6692","-48259","-2501","-2949","-5749","-6058","-6575","-6689","-6832","-7036","-7327","-7656","-8000","-8136","-7997","-10009","-10223","-10467","-10654","-10706","-10662","-10586","-10464","-10295","-10127","-9956","-9796","-4897","-4897","-5733","-5268",
"Sint Maarten (Dutch part)","SXM","Net migration","SM.POP.NETM","177","237","254","269","285","301","310","321","329","334","336","340","356","382","399","412","420","433","438","440","438","808","1201","1215","1225","1237","1248","1261","1289","1342","1402","1465","433","-659","-695","-719","-727","-723","-688","-657","-594","-309","-35","-6","9","11","8","63","27","23","-62","0","2953","1609","901","1027","969","-50","640","540","475","212","0","0",
"Seychelles","SYC","Net migration","SM.POP.NETM","21","-8","2","13","71","56","86","127","166","160","167","242","244","93","84","93","24","-199","-499","-601","-599","-591","-592","-592","-600","-601","-580","-454","-327","-303","-320","-339","-369","-376","-55","-48","-48","370","262","374","376","363","320","263","245","251","259","276","305","317","376","378","369","323","263","245","251","259","276","305","146","146","-200","-200",
"Syrian Arab Republic","SYR","Net migration","SM.POP.NETM","0","-7368","-7602","-7918","-8365","-9099","-10245","-11981","-14193","-16578","-19260","-13486","-15537","-17352","-19620","-21100","-22324","-24316","-26537","-28341","-28012","-21022","-13552","-12486","-13170","-12623","-12927","-12956","-12793","-12471","-12182","-11960","-11272","-11553","-18146","-13569","-16245","-16907","-17572","-18162","-18458","-18374","-17963","-17451","10911","13431","682984","801533","-402356","-52701","-54336","-256835","-999191","-2081259","-1457678","-827474","-133823","-293599","513647","500572","270006","212187","734304","757103",
"Turks and Caicos Islands","TCA","Net migration","SM.POP.NETM","-114","-131","-135","-137","-137","-134","-132","-125","-119","-116","-88","50","59","64","62","62","57","58","60","45","150","220","210","200","189","177","167","158","151","142","291","404","395","393","390","382","369","370","371","385","418","548","778","789","782","794","811","848","873","889","899","821","1256","1337","1005","1663","1312","1425","1403","1358","682","682","200","200",
"Chad","TCD","Net migration","SM.POP.NETM","-687","-773","-902","-1242","-2521","-4383","-6296","-7778","-8408","-8723","-8937","-9163","-9535","-10751","-15703","-22800","-29796","-34368","-34912","-9989","-210554","-13245","217247","257","-164544","-30747","42086","23220","16077","4925","-58912","112490","6011","-146473","994","152235","1268","3624","2237","17174","-3839","3473","20396","105146","110387","19281","23055","-11340","36443","9108","10419","29255","9516","51887","20842","-48918","21546","16916","46664","-9469","9016","9016","-2000","-2000",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net migration","SM.POP.NETM","-211579","-336454","-384680","-402868","-363647","-434767","-431693","-384215","-258547","-270442","-427173","-339253","-379172","-461223","-483040","-334894","-274502","-53833","-152446","-318274","-268803","-134192","-212099","-54905","-146323","-95562","-103233","-192360","-338915","-637033","-229559","-858079","-718425","-671154","-496492","-630069","-376215","-328211","-236783","-467789","-718186","-738769","-741027","-850135","-736557","-879764","-819674","-751099","-798914","-641987","-484312","-265974","-257131","-335553","-469522","-231779","-74506","-217660","-453509","-467301","-113166","-322002","-536399","-534971",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net migration","SM.POP.NETM","-44908","78531","32887","46434","68298","28969","233405","138249","73146","102109","-352704","-128216","-106744","-148713","-106281","-43365","46697","12109","-112100","-239940","-243553","-345102","-138160","59468","-39057","-60802","12664","-24073","-87808","-386887","-339957","-505894","-862365","-506483","-889756","-553730","-641143","-821617","-1188006","-647949","-30525","-400386","-343997","-215465","-231899","-251418","-256271","-239236","-212689","-61918","-165825","-23055","287660","343508","534556","367540","362637","-288666","-314596","-218512","80824","66551","-1357122","-65115",
"Togo","TGO","Net migration","SM.POP.NETM","-13868","-14858","-15486","-14361","-6214","6104","18418","26576","26860","20613","10865","482","-7661","-11555","-14483","-16973","-18832","-19856","-19163","-13519","-4993","3519","9163","9740","7897","1242","-436","848","-29","0","59","-72","-132","-291022","88992","57406","40915","11899","12365","11122","4710","-1711","-5972","-2797","-1007","-4438","21722","4811","14304","-1997","-1972","-1980","-1992","-1985","-1985","-1985","-1988","-1997","-1997","-1997","-995","-995","-2000","-2000",
"Thailand","THA","Net migration","SM.POP.NETM","6910","12296","13813","13440","14184","20022","8841","14126","10729","23190","49227","43437","73011","80656","72762","66197","40526","88899","81992","85657","109679","98198","114984","144763","141515","147244","131702","138612","146219","110294","130112","57444","72918","73141","106745","102011","93259","101661","121296","132804","119074","125457","134387","112123","119324","70281","78189","91206","85762","86611","52842","66775","74265","67600","55367","32595","76693","44063","9304","3758","35526","1133","18999","18999",
"Tajikistan","TJK","Net migration","SM.POP.NETM","2464","3286","4264","5379","6567","7746","8804","9671","10316","8888","5559","4284","5123","5876","6531","7235","7682","8001","5001","-1711","-5554","-6218","-6731","-6980","-7161","-13015","-8064","-6699","-11645","0","-41579","-29562","-95269","-75130","-49653","-40411","-30928","-109410","-117995","-124143","-13870","-19655","-20530","-22561","-25080","-27949","-30595","-32834","-34853","-36672","-33731","-30780","-27831","-24877","-21933","-18984","-16029","-13082","-10135","-7192","-3564","-3564","-19999","-19999",
"Turkmenistan","TKM","Net migration","SM.POP.NETM","5730","5530","5387","5358","5400","5492","5568","5620","5629","5616","5557","5432","5220","4798","3730","2247","689","-570","-1441","-2761","-4609","-4410","-3861","-5037","-5705","-6209","-6397","-7319","-8791","-3927","798","5400","8347","8183","4802","-462","-25893","-16799","-9721","-9212","-9473","-9062","-8595","-15713","-9254","-8252","-9619","-9637","-9605","-9615","-9627","-9636","-9598","-9603","-9609","-9612","-9616","-9616","-9614","-9612","-4502","-4503","-4000","-4000",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net migration","SM.POP.NETM","-184590","-201265","-226212","-241556","-252140","-242521","-304429","-298752","-333428","-352571","-359175","-420398","-423617","-419958","-436270","-478755","-544356","-375978","-405938","-413051","-577219","-886641","-827784","-777274","-853213","-894465","-996584","-974553","-900055","-923917","-610598","-764501","-707802","-765068","-689675","-774004","-779070","-755686","-757041","-831172","-884758","-900177","-897925","-956510","-880840","-1002451","-984328","-957240","-983347","-904804","-532835","-431889","-431934","-471760","-418542","-349643","-63654","-207999","-335008","-388296","-150854","-260604","-188001","-177447",
"Timor-Leste","TLS","Net migration","SM.POP.NETM","0","0","0","0","0","0","0","0","0","0","0","0","0","-282","-2219","9542","9663","10652","10971","8925","5453","-607","-159","569","694","2122","2698","3190","4162","1355","399","-7212","-7769","-7759","-7986","-7916","-8429","-8625","-8572","-8157","-12665","-9894","-9937","-9731","-5797","-1481","-1590","-1970","-3235","-4019","-1607","-309","-769","-1580","-1586","-5529","-5475","-5412","-5352","-5265","-3506","-1997","-5000","-5000",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net migration","SM.POP.NETM","-104776","-161232","-119123","-148113","-119514","-126716","-47491","-52703","-62530","-87225","-112017","-187732","-177663","-153341","-156318","220543","799505","-84444","-762346","-69653","45508","1208661","39072","156423","127547","-81265","150930","-106986","-102367","17579","744224","-38104","-366573","-1138337","-293378","-293861","-187407","20370","88196","98231","258325","182404","-625862","114153","298969","161413","77511","-70843","-102161","-98267","-17555","-931183","-379456","-18548","151572","-217777","-520948","-667613","50634","-19956","-55547","-128598","271784","261373",
"Tonga","TON","Net migration","SM.POP.NETM","-342","-374","-388","-397","-401","-416","-577","-894","-1052","-1073","-1084","-1094","-1109","-1127","-992","-1026","-1152","-2180","-2363","-2511","-2629","-2683","-2712","-2698","-2619","-2553","-2433","-1781","-1875","-1977","-2068","-2147","-2187","-2187","-2143","-2109","-2116","-1567","-1648","-1646","-1617","-1647","-1712","-1754","-1793","-1812","-1813","-1985","-2085","-2079","-1948","-2048","-2529","-2558","-2524","-2495","-2206","-2106","-2023","-1898","-948","-948","-800","-800",
"South Asia (IDA & IBRD)","TSA","Net migration","SM.POP.NETM","44061","-7357","-4801","-65871","-101193","-53006","-267236","-218654","-320596","-425829","-362585","-686341","-561053","-531738","-643017","-814813","-1164270","-544251","-572351","-514694","-354178","-1379088","-272390","-202317","-312482","-328417","-915797","-777307","-456311","-299141","-765584","-545640","228485","796462","183479","-225905","-418704","-423233","-453522","-518744","-874181","-531153","-341162","-1176448","-1730551","-1920218","-2682220","-3496468","-2844393","-2232173","-1730760","-1412371","-2427962","-2752864","-2708921","-3523806","-2552785","-2181786","-2409118","-2281362","-302152","-925916","-1176332","-1175806",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net migration","SM.POP.NETM","-91696","-42895","-60658","-53701","-8082","-4944","-33803","14154","15632","-24417","7343","-181504","-185769","-21796","139276","62292","-122997","-444934","467429","51338","-462371","226520","158733","-601386","-204099","-127813","13963","29592","-315057","-193279","-506599","-613048","-629043","-502855","-590735","-233595","-615202","-757011","-450326","-557894","-587161","-448465","-491343","-442393","-373224","-495797","-507478","-440265","-606739","-694094","-635793","-882413","-721107","-470147","-480026","34532","-1031994","-543898","-621993","-515962","-148716","-444246","-460391","-455082",
"Trinidad and Tobago","TTO","Net migration","SM.POP.NETM","-5671","-8392","-8903","-8682","-8341","-8077","-7838","-7991","-8478","-8200","-8751","-7499","-7346","-7524","-7683","-7768","-7895","-8154","-8397","-9106","-10709","-12086","-12529","-12544","-12413","-8051","-8620","-9002","-9023","-8588","-7878","-7149","-6650","-6554","-6615","-6723","-6827","-6865","-6730","-6103","-5185","-4252","-3613","-3472","-3504","-3595","-3684","-3731","-3624","-3056","-2230","-1410","-880","-796","-799","-583","-103","1446","35502","-19248","2370","2632","-800","-800",
"Tunisia","TUN","Net migration","SM.POP.NETM","-66870","-66880","-66783","-65956","-64952","-54215","-27390","-19162","-9852","-10056","-10062","-9950","-9787","-9607","-9256","-8762","-11064","-12574","-12406","-12117","-11505","-10778","-10563","-5791","5894","5148","6143","6607","7003","7272","7453","7712","8000","5978","594","-10177","-12610","-13789","-15073","-16316","-17475","-18429","-19029","-20774","-24512","-29303","-29586","-29009","-28334","-27364","-25953","11481","-29555","-27026","-26591","-25230","-23826","-22368","-21013","-19609","-9189","-9189","-4000","-4000",
"Turkiye","TUR","Net migration","SM.POP.NETM","-15052","-4696","9064","-5816","-36257","-71560","19371","54081","15388","-39151","-90600","-131795","-139110","-146065","-172301","-193902","-124283","-82660","-116087","-151025","-126640","-178244","23725","39876","21786","8961","-24276","-33976","-23045","-27930","-22662","-58319","-41604","-29375","-31467","-81045","-77332","-110940","-99944","-109485","-77647","-64004","-92952","-4115","12764","-23548","-59360","-85513","-75192","31992","69638","68855","297814","393572","703144","341261","375842","-252010","-261813","-218341","-80952","-69729","-301586","-318067",
"Tuvalu","TUV","Net migration","SM.POP.NETM","-58","-55","-38","-32","-28","-9","5","9","-5","-47","-49","-51","-49","-42","185","189","192","190","181","40","0","-52","-74","-102","-113","-41","-42","-39","-34","-35","-37","-51","-145","-160","-163","-163","-165","-166","-163","-163","-161","-162","-146","-14","-12","-10","-14","-6","-1","9","17","26","8","-150","-152","-159","-170","-155","-57","-57","-15","-15","-60","-60",
"Tanzania","TZA","Net migration","SM.POP.NETM","1953","7359","2892","3212","7966","3644","3876","4204","33345","35754","38628","41913","57460","48340","51112","53248","54819","49981","27301","-4806","-46294","-46800","-45146","45680","-39236","75784","19500","87941","-76750","-76094","-88284","-91874","-95865","288072","349345","-109903","-472926","-13340","-119727","-11552","-12539","-124527","-118044","-127010","-126446","-128147","-128070","-126739","-184748","-324470","-121993","-84433","-49713","1346","-21079","201562","124444","101235","-56813","-64819","-15795","-4865","-39997","-39997",
"Uganda","UGA","Net migration","SM.POP.NETM","-7586","-7893","-6470","-3057","-3172","-3718","-3021","-3764","-3210","-14550","-25655","-42660","-86479","-73514","-51953","-47415","-42295","-37704","-34630","-98976","-106037","-83121","-53573","-45835","-8824","-42995","-19507","-22431","-20124","-12579","-21692","3642","24725","18352","-16192","-242445","-22809","-155544","6283","-39697","-52834","-95975","-35155","-96452","-138801","-151432","-156293","-154826","-158848","-164609","-168379","-173065","-175994","-176638","-92291","-62377","123381","92876","60723","107203","43465","43465","-118846","-126181",
"Ukraine","UKR","Net migration","SM.POP.NETM","55633","68236","54224","72296","95328","64657","110348","124465","110583","76827","-9186","108114","96471","53790","70443","36779","8237","-10285","-36497","51406","55903","21155","-51806","-12236","1836","-23788","-33253","-37119","-10389","22677","49782","104501","204389","-7382","-222324","-124586","-162706","-113342","-122825","-78867","-77752","-109322","-36318","11140","-11530","-4936","12013","11518","16490","18178","8366","13301","68840","34043","-65667","-21937","-54333","-50447","-33273","-7812","-2173","831","-6673580","1784718",
"Upper middle income","UMC","Net migration","SM.POP.NETM","-314258","-286427","-377079","-383020","-363299","-467856","-375087","-279255","-270814","-282480","-634644","-742132","-719553","-712382","-633449","-516617","-472029","-49327","-139221","-361353","-475221","-911408","-529842","-226900","-387861","-621573","-277451","-427418","-467056","-1072597","-1069184","-1761457","-2109522","-971668","-1354564","-1320309","-1333484","-1356086","-1619456","-1242915","-1064818","-1091289","-885328","-1109999","-836855","-1107947","-2303746","-1830736","-679523","-685960","-323950","-757469","867324","628674","597405","813531","-248108","250831","422178","81044","596612","113665","450832","-1274792",
"Uruguay","URY","Net migration","SM.POP.NETM","2060","703","-624","-1707","-2620","-3544","-4604","-5937","-8028","-11148","-12730","-13287","-13818","-14314","-14518","-14348","-14094","-14289","-14606","-14558","-14254","-13572","-12126","-10672","-9735","-8838","-8050","-6833","-6585","-7236","-7498","-7720","-7856","-7917","-7951","-8333","-7396","-6937","-7043","-7439","-11074","-14628","-16958","-17099","-15661","-16092","-13159","-10752","-9460","-8510","-7696","-6982","-6318","-5655","-4914","-4156","-3506","-3090","-2963","-2902","-1486","-1486","-1500","-1500",
"United States","USA","Net migration","SM.POP.NETM","583458","541424","549734","588381","501115","497365","337814","377776","502456","669129","937473","914163","945777","842220","789950","832170","760399","1015857","1148506","1119646","1123144","719062","701091","799544","726016","759118","684733","677547","759523","919737","1421775","1569223","1816509","1752153","1806698","1678815","1771618","1866819","1799996","1667953","1479676","1335725","1168499","1074728","1200409","1129462","1113259","1108509","1095864","1031010","1030731","1322433","1323368","1320840","1250914","1221849","1449371","1377630","1200796","1158444","675560","561580","998540","999700",
"Uzbekistan","UZB","Net migration","SM.POP.NETM","22033","48159","52533","57007","61514","65581","69540","74030","77914","65595","37326","24030","26751","30093","33604","37609","42099","45625","27782","-10866","-30940","-30943","-29711","-27776","-24724","-19965","-13291","-6265","-470","-41670","-73485","-29065","-33270","-37383","-41799","-45888","-50325","-48369","-49882","-61969","-66569","-48649","-47697","-44098","-38839","-33395","-29201","-27023","-24037","-20379","-20381","-20380","-20382","-20380","-20382","-20380","-35209","-48561","-60066","-69397","-39203","-39201","-19999","-19999",
"St. Vincent and the Grenadines","VCT","Net migration","SM.POP.NETM","-1428","-1423","-1430","-1524","-1518","-1515","-1516","-1619","-1622","-1610","-1633","-1718","-1712","-1718","-1722","-1812","-1815","-1814","-1906","-2029","-1935","-1752","-1876","-1892","-1810","-1785","-1784","-1813","-1831","-1859","-1915","-1595","-1606","-1618","-1630","-1640","-1643","-1661","-1672","-1661","-1618","-1563","-1537","-1699","-1726","-1757","-1780","-1719","-1653","-1659","-1660","-1665","-1569","-1569","-1295","-1295","-1295","-847","-807","-758","-379","-379","-200","-200",
"Venezuela, RB","VEN","Net migration","SM.POP.NETM","8369","6070","4377","3292","2410","1668","1099","725","542","413","309","225","183","182","183","195","198","208","218","237","244","260","267","267","257","243","216","190","145","42","-80","-241","-388","-487","-567","-633","-717","-825","-1013","-1388","-2004","-2852","-3934","-5730","-10798","-18400","-27239","-36052","-43636","-50286","-52784","-54377","-55130","-57815","-62437","-77421","-283326","-817764","-1356759","-976460","-525142","-525116","297713","321106",
"British Virgin Islands","VGB","Net migration","SM.POP.NETM","-88","-142","-146","-143","-120","-75","-5","92","226","400","216","-73","-61","-56","-51","-46","-45","-42","-48","-45","126","258","260","249","284","285","313","316","339","366","381","236","192","193","243","253","262","251","347","325","326","451","571","594","596","658","709","741","801","763","0","562","122","164","260","302","275","281","221","253","272","128","200","200",
"Virgin Islands (U.S.)","VIR","Net migration","SM.POP.NETM","1043","1665","1816","1843","1850","2116","2208","1918","1732","1486","1225","1548","1520","1492","1448","1517","1508","1472","1238","1388","-105","-402","-626","-778","-1102","-1529","-1934","-2192","-2191","-1951","-1583","-1216","-973","-915","-883","144","229","79","132","77","-921","-988","-1041","-1057","-1122","-429","-534","-570","-682","-567","-1090","-1018","-932","-858","-748","-630","-526","-471","-458","-458","0","-224","-450","-450",
"Viet Nam","VNM","Net migration","SM.POP.NETM","0","0","0","0","-10004","-4997","-2001","-2999","-2001","0","2002","76999","-2001","-19999","-34997","-2117","-1881","49617","-6609","-337639","-52498","-57715","-58798","-57271","-54728","-56107","-58879","-56261","-45612","-6835","-10252","-824","-5664","-5426","-2891","43672","50794","52526","72370","-31169","-150955","-162571","-159577","-153880","-150349","-144080","-131559","-119471","-101560","-18546","-4382","-4378","-4545","-4786","-4875","-4761","-4432","-3847","-3080","-4028","-2016","-992","-82700","-82700",
"Vanuatu","VUT","Net migration","SM.POP.NETM","0","0","0","0","0","0","0","0","24","16","30","40","57","65","72","86","89","93","-160","-594","-834","-853","-864","-865","-874","-883","-882","-876","-883","-914","-939","-943","-939","-939","-939","-939","-937","-929","-902","-734","-458","-336","-351","-386","-425","-448","-481","-498","-531","-680","-882","-934","-879","-824","-785","-756","-404","-403","-403","-403","-197","-197","0","0",
"World","WLD","Net migration","SM.POP.NETM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Samoa","WSM","Net migration","SM.POP.NETM","-477","-670","-917","-998","-984","-1037","-1373","-1944","-2239","-2274","-2307","-2333","-2357","-2375","-1572","-1654","-1887","-2893","-3071","-3227","-3270","-3483","-4511","-4815","-4975","-5010","-4739","-3812","-4097","-4241","-4286","-3705","-3166","-2944","-2979","-3004","-3003","-2984","-2986","-3001","-3020","-3489","-3772","-3966","-4022","-4040","-3553","-3334","-3244","-3252","-3274","-3246","-3215","-3182","-3161","-3137","-2772","-2824","-2739","-2469","-1060","-882","-1500","-1500",
