"","states","total_confirmed","new_confirmed","total_recoveries","new_recoveries","total_death","new_death","week","day","month"
"392","Kebbi",458,0,433,0,16,0,2021-10-10,"Sunday","October"
"393","Kogi",5,0,3,0,2,0,2021-10-10,"Sunday","October"
"394","Kwara",3899,32,3650,0,62,0,2021-10-10,"Sunday","October"
"395","Lagos",77137,298,72350,0,664,0,2021-10-10,"Sunday","October"
"396","Nasarawa",2464,7,2345,0,39,0,2021-10-10,"Sunday","October"
"397","Niger",1034,7,998,0,20,0,2021-10-10,"Sunday","October"
"398","Ogun",5369,0,5274,14,80,0,2021-10-10,"Sunday","October"
"399","Ondo",4501,9,4275,25,95,2,2021-10-10,"Sunday","October"
"400","Osun",2926,10,2823,31,85,0,2021-10-10,"Sunday","October"
"401","Oyo",8711,12,7989,26,191,0,2021-10-10,"Sunday","October"
"402","Plateau",9488,74,9338,108,65,0,2021-10-10,"Sunday","October"
"403","Rivers",12289,134,12013,285,154,0,2021-10-10,"Sunday","October"
"404","Sokoto",802,0,768,0,28,0,2021-10-10,"Sunday","October"
"405","Taraba",1092,0,1054,0,24,0,2021-10-10,"Sunday","October"
"406","Yobe",502,0,490,0,9,0,2021-10-10,"Sunday","October"
"407","Zamfara",276,10,247,0,8,0,2021-10-10,"Sunday","October"
"408","Abia",1967,18,1892,34,26,1,2021-10-03,"Sunday","October"
"409","Adamawa",1157,0,1098,0,32,0,2021-10-03,"Sunday","October"
"410","Akwa Ibom",4335,16,3864,150,44,2,2021-10-03,"Sunday","October"
"411","Anambra",2337,50,2298,95,19,0,2021-10-03,"Sunday","October"
"412","Bauchi",1613,1,1594,4,17,0,2021-10-03,"Sunday","October"
"413","Bayelsa",1227,12,1088,16,28,0,2021-10-03,"Sunday","October"
"414","Benue",1661,32,1418,0,24,0,2021-10-03,"Sunday","October"
"415","Borno",1352,0,1306,0,38,0,2021-10-03,"Sunday","October"
"416","Cross River",576,0,538,0,22,0,2021-10-03,"Sunday","October"
"417","Delta",3482,59,2556,0,106,19,2021-10-03,"Sunday","October"
"418","Ebonyi",2059,0,2003,0,32,0,2021-10-03,"Sunday","October"
"419","Edo",6486,127,5707,273,223,7,2021-10-03,"Sunday","October"
"420","Ekiti",1732,16,1647,115,27,1,2021-10-03,"Sunday","October"
"421","Enugu",2682,0,2589,0,29,0,2021-10-03,"Sunday","October"
"422","FCT",22061,338,20584,163,189,8,2021-10-03,"Sunday","October"
"423","Gombe",2444,57,2327,37,49,3,2021-10-03,"Sunday","October"
"424","Imo",1937,8,1829,11,41,0,2021-10-03,"Sunday","October"
"425","Jigawa",580,1,563,0,16,0,2021-10-03,"Sunday","October"
"426","Kaduna",9685,94,9419,28,73,1,2021-10-03,"Sunday","October"
"427","Kano",4185,14,4034,19,113,1,2021-10-03,"Sunday","October"
"428","Katsina",2220,0,2182,0,35,0,2021-10-03,"Sunday","October"
"429","Kebbi",458,0,433,0,16,0,2021-10-03,"Sunday","October"
"430","Kogi",5,0,3,0,2,0,2021-10-03,"Sunday","October"
"431","Kwara",3867,76,3650,0,62,1,2021-10-03,"Sunday","October"
"432","Lagos",76839,314,72350,0,664,0,2021-10-03,"Sunday","October"
"433","Nasarawa",2457,30,2345,0,39,0,2021-10-03,"Sunday","October"
"434","Niger",1027,6,998,22,20,0,2021-10-03,"Sunday","October"
"435","Ogun",5369,15,5260,14,80,1,2021-10-03,"Sunday","October"
"436","Ondo",4492,31,4250,0,93,1,2021-10-03,"Sunday","October"
"437","Osun",2916,81,2792,77,85,0,2021-10-03,"Sunday","October"
"438","Oyo",8699,18,7963,86,191,0,2021-10-03,"Sunday","October"
"439","Plateau",9414,63,9230,49,65,0,2021-10-03,"Sunday","October"
"440","Rivers",12155,188,11728,284,154,0,2021-10-03,"Sunday","October"
"441","Sokoto",802,6,768,2,28,0,2021-10-03,"Sunday","October"
"442","Taraba",1092,0,1054,0,24,0,2021-10-03,"Sunday","October"
"443","Yobe",502,0,490,0,9,0,2021-10-03,"Sunday","October"
"444","Zamfara",266,11,247,4,8,0,2021-10-03,"Sunday","October"
"445","Abia",1949,44,1858,2,25,0,2021-09-26,"Sunday","September"
"446","Adamawa",1157,2,1098,0,32,0,2021-09-26,"Sunday","September"
"447","Akwa Ibom",4319,35,3714,67,42,0,2021-09-26,"Sunday","September"
"448","Anambra",2287,91,2203,146,19,0,2021-09-26,"Sunday","September"
"449","Bauchi",1612,3,1590,0,17,0,2021-09-26,"Sunday","September"
"450","Bayelsa",1215,11,1072,35,28,1,2021-09-26,"Sunday","September"
"451","Benue",1629,44,1418,0,24,0,2021-09-26,"Sunday","September"
"452","Borno",1352,8,1314,8,38,0,2021-09-26,"Sunday","September"
"453","Cross River",576,17,538,20,22,1,2021-09-26,"Sunday","September"
"454","Delta",3423,128,2556,0,87,2,2021-09-26,"Sunday","September"
"455","Ebonyi",2059,0,2003,0,32,0,2021-09-26,"Sunday","September"
"456","Edo",6359,179,5434,120,216,0,2021-09-26,"Sunday","September"
"457","Ekiti",1716,28,1532,140,26,1,2021-09-26,"Sunday","September"
"458","Enugu",2682,7,2589,55,29,0,2021-09-26,"Sunday","September"
"459","FCT",21723,568,20421,222,181,1,2021-09-26,"Sunday","September"
"460","Gombe",2387,44,2290,27,46,1,2021-09-26,"Sunday","September"
"461","Imo",1929,127,1818,140,41,1,2021-09-26,"Sunday","September"
"462","Jigawa",579,6,563,18,16,0,2021-09-26,"Sunday","September"
"463","Kaduna",9591,160,9391,95,72,2,2021-09-26,"Sunday","September"
"464","Kano",4171,20,4015,20,112,0,2021-09-26,"Sunday","September"
"465","Katsina",2220,6,2182,53,35,0,2021-09-26,"Sunday","September"
"466","Kebbi",458,0,433,0,16,0,2021-09-26,"Sunday","September"
"467","Kogi",5,0,3,0,2,0,2021-09-26,"Sunday","September"
"468","Kwara",3791,38,3650,0,61,0,2021-09-26,"Sunday","September"
"469","Lagos",76525,631,72350,0,664,0,2021-09-26,"Sunday","September"
"470","Nasarawa",2427,0,2345,0,39,0,2021-09-26,"Sunday","September"
"471","Niger",1021,0,976,0,20,0,2021-09-26,"Sunday","September"
"472","Ogun",5354,3,5246,13,79,0,2021-09-26,"Sunday","September"
"473","Ondo",4461,73,4250,216,92,3,2021-09-26,"Sunday","September"
"474","Osun",2835,0,2715,0,85,0,2021-09-26,"Sunday","September"
"475","Oyo",8681,61,7877,114,191,4,2021-09-26,"Sunday","September"
"476","Plateau",9351,58,9181,32,65,2,2021-09-26,"Sunday","September"
"477","Rivers",11967,262,11444,516,154,3,2021-09-26,"Sunday","September"
"478","Sokoto",796,0,766,0,28,0,2021-09-26,"Sunday","September"
"479","Taraba",1092,1,1054,0,24,0,2021-09-26,"Sunday","September"
"480","Yobe",502,1,490,0,9,0,2021-09-26,"Sunday","September"
"481","Zamfara",255,2,243,0,8,0,2021-09-26,"Sunday","September"
"482","Abia",1905,26,1856,55,25,0,2021-09-19,"Sunday","September"
"483","Adamawa",1155,2,1098,0,32,0,2021-09-19,"Sunday","September"
"484","Akwa Ibom",4284,63,3647,113,42,0,2021-09-19,"Sunday","September"
"485","Anambra",2196,23,2057,0,19,0,2021-09-19,"Sunday","September"
"486","Bauchi",1609,41,1590,52,17,0,2021-09-19,"Sunday","September"
"487","Bayelsa",1204,72,1037,33,27,0,2021-09-19,"Sunday","September"
"488","Benue",1585,72,1418,1,24,0,2021-09-19,"Sunday","September"
"489","Borno",1344,0,1306,0,38,0,2021-09-19,"Sunday","September"
"490","Cross River",559,17,518,49,21,0,2021-09-19,"Sunday","September"
"491","Delta",3295,122,2556,0,85,0,2021-09-19,"Sunday","September"
"492","Ebonyi",2059,0,2003,0,32,0,2021-09-19,"Sunday","September"
"493","Edo",6180,266,5314,244,216,8,2021-09-19,"Sunday","September"
"494","Ekiti",1688,34,1392,60,25,0,2021-09-19,"Sunday","September"
"495","Enugu",2675,0,2534,4,29,0,2021-09-19,"Sunday","September"
"496","FCT",21155,233,20199,131,180,2,2021-09-19,"Sunday","September"
"497","Gombe",2343,15,2263,27,45,1,2021-09-19,"Sunday","September"
"498","Imo",1802,18,1678,28,40,1,2021-09-19,"Sunday","September"
"499","Jigawa",573,0,545,0,16,0,2021-09-19,"Sunday","September"
"500","Kaduna",9431,66,9296,86,70,4,2021-09-19,"Sunday","September"
"501","Kano",4151,22,3995,43,112,0,2021-09-19,"Sunday","September"
"502","Katsina",2214,0,2129,0,35,0,2021-09-19,"Sunday","September"
"503","Kebbi",458,0,433,0,16,0,2021-09-19,"Sunday","September"
"504","Kogi",5,0,3,0,2,0,2021-09-19,"Sunday","September"
"505","Kwara",3753,65,3650,443,61,2,2021-09-19,"Sunday","September"
"506","Lagos",75894,804,72350,1700,664,9,2021-09-19,"Sunday","September"
"507","Nasarawa",2427,1,2345,0,39,0,2021-09-19,"Sunday","September"
"508","Niger",1021,20,976,62,20,0,2021-09-19,"Sunday","September"
"509","Ogun",5351,22,5233,53,79,0,2021-09-19,"Sunday","September"
"510","Ondo",4388,152,4034,177,89,11,2021-09-19,"Sunday","September"
"511","Osun",2835,25,2715,48,85,0,2021-09-19,"Sunday","September"
"512","Oyo",8620,90,7763,141,187,4,2021-09-19,"Sunday","September"
"513","Plateau",9293,46,9149,53,63,2,2021-09-19,"Sunday","September"
"514","Rivers",11705,313,10928,507,151,13,2021-09-19,"Sunday","September"
"515","Sokoto",796,0,766,0,28,0,2021-09-19,"Sunday","September"
"516","Taraba",1091,17,1054,40,24,0,2021-09-19,"Sunday","September"
"517","Yobe",501,0,490,0,9,0,2021-09-19,"Sunday","September"
"518","Zamfara",253,0,243,0,8,0,2021-09-19,"Sunday","September"
"519","Abia",1879,21,1801,34,25,0,2021-09-12,"Sunday","September"
"520","Adamawa",1153,17,1098,0,32,0,2021-09-12,"Sunday","September"
"521","Akwa Ibom",4221,86,3534,179,42,0,2021-09-12,"Sunday","September"
"522","Anambra",2173,65,2057,0,19,0,2021-09-12,"Sunday","September"
"523","Bauchi",1568,0,1538,0,17,0,2021-09-12,"Sunday","September"
"524","Bayelsa",1132,29,1004,43,27,0,2021-09-12,"Sunday","September"
"525","Benue",1513,48,1417,19,24,0,2021-09-12,"Sunday","September"
"526","Borno",1344,0,1306,0,38,0,2021-09-12,"Sunday","September"
"527","Cross River",542,26,469,10,21,0,2021-09-12,"Sunday","September"
"528","Delta",3173,146,2556,0,85,0,2021-09-12,"Sunday","September"
"529","Ebonyi",2059,11,2003,0,32,0,2021-09-12,"Sunday","September"
"530","Edo",5914,243,5070,121,208,8,2021-09-12,"Sunday","September"
"531","Ekiti",1654,105,1332,72,25,4,2021-09-12,"Sunday","September"
"532","Enugu",2675,112,2530,3,29,0,2021-09-12,"Sunday","September"
"533","FCT",20922,238,20068,51,178,2,2021-09-12,"Sunday","September"
"534","Gombe",2328,61,2236,45,44,0,2021-09-12,"Sunday","September"
"535","Imo",1784,63,1650,0,39,1,2021-09-12,"Sunday","September"
"536","Jigawa",573,0,545,0,16,0,2021-09-12,"Sunday","September"
"537","Kaduna",9365,85,9210,63,66,0,2021-09-12,"Sunday","September"
"538","Kano",4129,28,3952,26,112,1,2021-09-12,"Sunday","September"
"539","Katsina",2214,0,2129,0,35,0,2021-09-12,"Sunday","September"
"540","Kebbi",458,0,433,0,16,0,2021-09-12,"Sunday","September"
"541","Kogi",5,0,3,0,2,0,2021-09-12,"Sunday","September"
"542","Kwara",3688,41,3207,0,59,0,2021-09-12,"Sunday","September"
"543","Lagos",75090,1184,70650,32,655,10,2021-09-12,"Sunday","September"
"544","Nasarawa",2426,2,2345,0,39,0,2021-09-12,"Sunday","September"
"545","Niger",1001,7,914,0,20,0,2021-09-12,"Sunday","September"
"546","Ogun",5329,29,5180,58,79,1,2021-09-12,"Sunday","September"
"547","Ondo",4236,88,3857,57,78,2,2021-09-12,"Sunday","September"
"548","Osun",2810,61,2667,82,85,1,2021-09-12,"Sunday","September"
"549","Oyo",8530,172,7622,182,183,15,2021-09-12,"Sunday","September"
"550","Plateau",9247,33,9096,16,61,0,2021-09-12,"Sunday","September"
"551","Rivers",11392,627,10421,793,138,1,2021-09-12,"Sunday","September"
"552","Sokoto",796,0,766,0,28,0,2021-09-12,"Sunday","September"
"553","Taraba",1074,12,1014,3,24,0,2021-09-12,"Sunday","September"
"554","Yobe",501,0,490,0,9,0,2021-09-12,"Sunday","September"
"555","Zamfara",253,0,243,0,8,0,2021-09-12,"Sunday","September"
"556","Abia",1858,64,1767,7,25,1,2021-09-05,"Sunday","September"
"557","Adamawa",1136,0,1098,0,32,0,2021-09-05,"Sunday","September"
"558","Akwa Ibom",4135,151,3355,155,42,0,2021-09-05,"Sunday","September"
"559","Anambra",2108,62,2057,89,19,0,2021-09-05,"Sunday","September"
"560","Bauchi",1568,15,1538,4,17,0,2021-09-05,"Sunday","September"
"561","Bayelsa",1103,74,961,31,27,1,2021-09-05,"Sunday","September"
"562","Benue",1465,52,1398,9,24,0,2021-09-05,"Sunday","September"
"563","Borno",1344,0,1306,1,38,0,2021-09-05,"Sunday","September"
"564","Cross River",516,41,459,17,21,0,2021-09-05,"Sunday","September"
"565","Delta",3027,113,2556,0,85,10,2021-09-05,"Sunday","September"
"566","Ebonyi",2048,0,2003,0,32,0,2021-09-05,"Sunday","September"
"567","Edo",5671,330,4949,58,200,5,2021-09-05,"Sunday","September"
"568","Ekiti",1549,102,1260,141,21,6,2021-09-05,"Sunday","September"
"569","Enugu",2563,7,2527,0,29,0,2021-09-05,"Sunday","September"
"570","FCT",20684,150,20017,81,176,1,2021-09-05,"Sunday","September"
"571","Gombe",2267,28,2191,0,44,0,2021-09-05,"Sunday","September"
"572","Imo",1721,11,1650,0,38,0,2021-09-05,"Sunday","September"
"573","Jigawa",573,11,545,24,16,0,2021-09-05,"Sunday","September"
"574","Kaduna",9280,55,9147,15,66,0,2021-09-05,"Sunday","September"
"575","Kano",4101,57,3926,5,111,1,2021-09-05,"Sunday","September"
"576","Katsina",2214,50,2129,29,35,0,2021-09-05,"Sunday","September"
"577","Kebbi",458,0,433,0,16,0,2021-09-05,"Sunday","September"
"578","Kogi",5,0,3,0,2,0,2021-09-05,"Sunday","September"
"579","Kwara",3647,91,3207,95,59,2,2021-09-05,"Sunday","September"
"580","Lagos",73906,1461,70618,4057,645,41,2021-09-05,"Sunday","September"
"581","Nasarawa",2424,10,2345,0,39,0,2021-09-05,"Sunday","September"
"582","Niger",994,28,914,0,20,0,2021-09-05,"Sunday","September"
"583","Ogun",5300,56,5122,121,78,2,2021-09-05,"Sunday","September"
"584","Ondo",4148,180,3800,225,76,5,2021-09-05,"Sunday","September"
"585","Osun",2749,58,2585,12,84,5,2021-09-05,"Sunday","September"
"586","Oyo",8358,276,7440,193,168,6,2021-09-05,"Sunday","September"
"587","Plateau",9214,35,9080,22,61,2,2021-09-05,"Sunday","September"
"588","Rivers",10765,596,9628,855,137,10,2021-09-05,"Sunday","September"
"589","Sokoto",796,0,766,0,28,0,2021-09-05,"Sunday","September"
"590","Taraba",1062,0,1011,0,24,0,2021-09-05,"Sunday","September"
"591","Yobe",501,0,490,0,9,0,2021-09-05,"Sunday","September"
"592","Zamfara",253,2,243,0,8,0,2021-09-05,"Sunday","September"
"593","Lagos",18138,19,15231,3,202,0,2021-08-31,"Tuesday","August"
"594","FCT",5169,13,1536,5,50,0,2021-08-31,"Tuesday","August"
"595","Oyo",3118,0,1954,2,37,0,2021-08-31,"Tuesday","August"
"596","Edo",2584,6,2325,25,100,0,2021-08-31,"Tuesday","August"
"597","Plateau",2533,35,1395,21,29,0,2021-08-31,"Tuesday","August"
"598","Kaduna",2141,21,1991,14,12,0,2021-08-31,"Tuesday","August"
"599","Rivers",2141,0,1971,2,57,0,2021-08-31,"Tuesday","August"
"600","Delta",1744,0,1540,0,47,0,2021-08-31,"Tuesday","August"
"601","Kano",1727,2,1537,0,54,0,2021-08-31,"Tuesday","August"
"602","Ogun",1648,2,1515,26,26,0,2021-08-31,"Tuesday","August"
"603","Ondo",1539,0,1380,0,31,0,2021-08-31,"Tuesday","August"
"604","Enugu",1162,7,907,0,21,0,2021-08-31,"Tuesday","August"
"605","Ebonyi",993,9,931,0,27,0,2021-08-31,"Tuesday","August"
"606","Kwara",966,5,784,11,25,0,2021-08-31,"Tuesday","August"
"607","Katsina",796,7,457,0,24,0,2021-08-31,"Tuesday","August"
"608","Osun",782,3,734,2,17,0,2021-08-31,"Tuesday","August"
"609","Abia",771,0,697,0,8,0,2021-08-31,"Tuesday","August"
"610","Borno",741,1,671,4,36,0,2021-08-31,"Tuesday","August"
"611","Gombe",723,0,636,0,23,0,2021-08-31,"Tuesday","August"
"612","Bauchi",667,0,581,0,14,0,2021-08-31,"Tuesday","August"
"613","Imo",527,0,193,0,11,0,2021-08-31,"Tuesday","August"
"614","Benue",453,1,216,0,9,0,2021-08-31,"Tuesday","August"
"615","Nasarawa",434,0,298,0,12,0,2021-08-31,"Tuesday","August"
"616","Bayelsa",391,0,348,3,21,0,2021-08-31,"Tuesday","August"
"617","Jigawa",322,0,308,0,11,0,2021-08-31,"Tuesday","August"
"618","Akwa Ibom",278,0,232,3,8,0,2021-08-31,"Tuesday","August"
"619","Ekiti",262,0,203,0,4,0,2021-08-31,"Tuesday","August"
"620","Niger",243,2,216,2,12,0,2021-08-31,"Tuesday","August"
"621","Adamawa",228,7,180,0,15,0,2021-08-31,"Tuesday","August"
"622","Anambra",216,2,168,0,18,0,2021-08-31,"Tuesday","August"
"623","Sokoto",159,1,140,2,16,0,2021-08-31,"Tuesday","August"
"624","Kebbi",93,0,82,0,8,0,2021-08-31,"Tuesday","August"
"625","Taraba",87,0,73,0,5,0,2021-08-31,"Tuesday","August"
"626","Cross River",82,0,73,0,8,0,2021-08-31,"Tuesday","August"
"627","Zamfara",78,0,73,0,5,0,2021-08-31,"Tuesday","August"
"628","Yobe",67,0,59,0,8,0,2021-08-31,"Tuesday","August"
"629","Kogi",5,0,3,0,2,0,2021-08-31,"Tuesday","August"
"630","Abia",1794,3,1760,4,24,1,2021-08-29,"Sunday","August"
"631","Adamawa",1136,2,1098,0,32,0,2021-08-29,"Sunday","August"
"632","Akwa Ibom",3984,245,3200,257,42,10,2021-08-29,"Sunday","August"
"633","Anambra",2046,3,1968,0,19,0,2021-08-29,"Sunday","August"
"634","Bauchi",1553,0,1534,0,17,0,2021-08-29,"Sunday","August"
"635","Bayelsa",1029,44,930,10,26,0,2021-08-29,"Sunday","August"
"636","Benue",1413,18,1389,62,24,0,2021-08-29,"Sunday","August"
"637","Borno",1344,0,1305,0,38,0,2021-08-29,"Sunday","August"
"638","Cross River",475,5,442,20,21,0,2021-08-29,"Sunday","August"
"639","Ebonyi",2048,1,2003,0,32,0,2021-08-29,"Sunday","August"
"640","Edo",5341,228,4891,99,195,6,2021-08-29,"Sunday","August"
"641","Ekiti",1447,167,1119,117,15,0,2021-08-29,"Sunday","August"
"642","Enugu",2556,16,2527,26,29,0,2021-08-29,"Sunday","August"
"643","FCT",20534,168,19936,62,175,1,2021-08-29,"Sunday","August"
"644","Gombe",2239,4,2191,34,44,0,2021-08-29,"Sunday","August"
"645","Imo",1710,11,1650,5,38,0,2021-08-29,"Sunday","August"
"646","Jigawa",562,0,521,0,16,0,2021-08-29,"Sunday","August"
"647","Kaduna",9225,22,9132,9,66,0,2021-08-29,"Sunday","August"
"648","Kano",4044,8,3921,3,110,0,2021-08-29,"Sunday","August"
"649","Katsina",2164,0,2100,0,35,0,2021-08-29,"Sunday","August"
"650","Kebbi",458,8,433,41,16,0,2021-08-29,"Sunday","August"
"651","Kogi",5,0,3,0,2,0,2021-08-29,"Sunday","August"
"652","Kwara",3556,121,3112,44,57,0,2021-08-29,"Sunday","August"
"653","Nasarawa",2414,1,2345,0,39,0,2021-08-29,"Sunday","August"
"654","Niger",966,2,914,0,20,0,2021-08-29,"Sunday","August"
"655","Ogun",5244,63,5001,195,76,3,2021-08-29,"Sunday","August"
"656","Ondo",3968,158,3575,52,71,1,2021-08-29,"Sunday","August"
"657","Osun",2691,24,2573,0,79,7,2021-08-29,"Sunday","August"
"658","Oyo",8082,306,7247,118,162,7,2021-08-29,"Sunday","August"
"659","Plateau",9179,44,9058,0,59,2,2021-08-29,"Sunday","August"
"660","Rivers",10169,728,8773,648,127,15,2021-08-29,"Sunday","August"
"661","Sokoto",796,2,766,4,28,0,2021-08-29,"Sunday","August"
"662","Taraba",1062,3,1011,6,24,0,2021-08-29,"Sunday","August"
"663","Yobe",501,0,490,0,9,0,2021-08-29,"Sunday","August"
"664","Zamfara",251,0,243,7,8,0,2021-08-29,"Sunday","August"
"665","Abia",1791,5,1756,22,23,1,2021-08-22,"Sunday","August"
"666","Adamawa",1134,0,1098,0,32,0,2021-08-22,"Sunday","August"
"667","Akwa Ibom",3739,228,2943,293,32,0,2021-08-22,"Sunday","August"
"668","Anambra",2043,16,1968,0,19,0,2021-08-22,"Sunday","August"
"669","Bauchi",1553,0,1534,0,17,0,2021-08-22,"Sunday","August"
"670","Bayelsa",985,22,920,3,26,0,2021-08-22,"Sunday","August"
"671","Benue",1395,29,1327,0,24,0,2021-08-22,"Sunday","August"
"672","Borno",1344,0,1305,0,38,0,2021-08-22,"Sunday","August"
"673","Cross River",470,32,422,16,21,0,2021-08-22,"Sunday","August"
"674","Delta",2802,58,2556,0,75,1,2021-08-22,"Sunday","August"
"675","Ebonyi",2047,0,2003,0,32,0,2021-08-22,"Sunday","August"
"676","Edo",5113,96,4792,16,189,3,2021-08-22,"Sunday","August"
"677","Ekiti",1280,159,1002,48,15,2,2021-08-22,"Sunday","August"
"678","Enugu",2540,2,2501,0,29,0,2021-08-22,"Sunday","August"
"679","FCT",20366,199,19874,88,174,2,2021-08-22,"Sunday","August"
"680","Gombe",2235,41,2157,7,44,0,2021-08-22,"Sunday","August"
"681","Imo",1699,6,1645,2,38,1,2021-08-22,"Sunday","August"
"682","Jigawa",562,0,521,0,16,0,2021-08-22,"Sunday","August"
"683","Kaduna",9203,10,9123,3,66,0,2021-08-22,"Sunday","August"
"684","Kano",4036,3,3918,4,110,0,2021-08-22,"Sunday","August"
"685","Katsina",2164,0,2100,0,35,0,2021-08-22,"Sunday","August"
"686","Kebbi",450,0,392,0,16,0,2021-08-22,"Sunday","August"
"687","Kogi",5,0,3,0,2,0,2021-08-22,"Sunday","August"
"688","Kwara",3435,62,3068,0,57,1,2021-08-22,"Sunday","August"
"689","Lagos",70640,2178,58561,32,471,6,2021-08-22,"Sunday","August"
"690","Nasarawa",2413,9,2345,0,39,0,2021-08-22,"Sunday","August"
"691","Niger",964,0,914,0,20,0,2021-08-22,"Sunday","August"
"692","Ogun",5181,129,4806,68,73,8,2021-08-22,"Sunday","August"
"693","Ondo",3810,111,3523,33,70,0,2021-08-22,"Sunday","August"
